,r_phase_pf,total_reactive_power,total_active_power,y_phase_pf,r_phase_current,total_real_energy,total_reactive_energy,total_apparent_power,frequency,b_phase_voltage,r_phase_voltage,total_pf,y_phase_current,timestamp,total_apparent_energy,serial_no,b_phase_current,b_phase_pf,y_phase_voltage
377,0.8,21.41,28.36,1.0,0.16,807.49,291.28,35.67,49.99,0.0,225.75,0.8,0.0,2022-10-04 10:30:04,860.84,40190085,0.0,1.0,0.0
376,0.96,374.28,1230.25,1.0,5.75,807.49,291.29,1285.92,50.04,0.0,223.46,0.96,0.0,2022-10-04 10:33:04,860.84,40190085,0.0,1.0,0.0
375,0.96,331.34,1169.16,1.0,5.57,807.55,291.3,1215.21,50.06,0.0,218.1,0.96,0.0,2022-10-04 10:36:04,860.91,40190085,0.0,1.0,0.0
374,0.79,21.91,28.73,1.0,0.16,807.61,291.32,36.27,50.03,0.0,228.7,0.8,0.0,2022-10-04 10:39:04,860.96,40190085,0.0,1.0,0.0
373,0.97,325.49,1210.69,1.0,5.77,807.61,291.32,1253.68,50.06,0.0,217.26,0.97,0.0,2022-10-04 10:42:04,860.97,40190085,0.0,1.0,0.0
372,0.95,387.19,1197.39,1.0,5.63,807.67,291.34,1258.44,50.02,0.0,223.69,0.95,0.0,2022-10-04 10:45:04,861.03,40190085,0.0,1.0,0.0
371,0.96,359.81,1209.72,1.0,5.71,807.73,291.36,1262.1,50.05,0.0,221.18,0.96,0.0,2022-10-04 10:48:04,861.1,40190085,0.0,1.0,0.0
370,0.79,21.84,28.34,1.0,0.16,807.74,291.36,35.91,50.03,0.0,228.17,0.79,0.0,2022-10-04 10:51:04,861.11,40190085,0.0,1.0,0.0
369,0.96,361.05,1200.27,1.0,5.68,807.79,291.38,1253.39,50.06,0.0,220.73,0.96,0.0,2022-10-04 10:54:04,861.16,40190085,0.0,1.0,0.0
381,0.96,347.66,1206.09,1.0,5.72,807.86,291.4,1255.2,50.05,0.0,219.44,0.96,0.0,2022-10-04 10:57:04,861.22,40190085,0.0,1.0,0.0
380,0.95,388.14,1224.04,1.0,5.74,807.92,291.42,1284.1,50.04,0.0,223.61,0.95,0.0,2022-10-04 11:00:04,861.29,40190085,0.0,1.0,0.0
379,0.79,21.2,27.37,1.0,0.15,807.93,291.42,34.76,50.01,0.0,225.1,0.79,0.0,2022-10-04 11:03:04,861.3,40190085,0.0,1.0,0.0
