,timestamp,y_phase_voltage,total_reactive_energy,b_phase_voltage,r_phase_pf,y_phase_current,r_phase_voltage,total_active_power,total_real_energy,y_phase_pf,total_apparent_power,total_pf,total_apparent_energy,b_phase_current,total_reactive_power,r_phase_current,serial_no,b_phase_pf,frequency
61,2022-10-03 05:45:22,0.0,72.57,0.0,0.46,0.0,243.85,28.25,195.72,1.0,61.84,0.46,220.71,0.0,55.01,0.25,40190162,1.0,50.05
60,2022-10-03 05:48:22,0.0,72.58,0.0,0.97,0.0,239.85,1211.42,195.75,1.0,1242.61,0.97,220.74,0.0,276.68,5.18,40190162,1.0,50.03
59,2022-10-03 05:51:22,0.0,72.59,0.0,0.46,0.0,242.25,27.72,195.79,1.0,60.47,0.46,220.79,0.0,53.74,0.25,40190162,1.0,49.95
58,2022-10-03 05:54:22,0.0,72.59,0.0,0.46,0.0,242.33,27.71,195.79,1.0,60.68,0.46,220.79,0.0,53.98,0.25,40190162,1.0,49.99
77,2022-10-03 05:57:22,0.0,72.6,0.0,0.46,0.0,241.89,27.67,195.79,1.0,60.28,0.46,220.79,0.0,53.55,0.25,40190162,1.0,50.06
76,2022-10-03 06:00:22,0.0,72.6,0.0,0.46,0.0,242.88,27.97,195.8,1.0,60.43,0.46,220.79,0.0,53.57,0.25,40190162,1.0,50.09
75,2022-10-03 06:03:22,0.0,72.61,0.0,0.97,0.0,237.06,1203.53,195.85,1.0,1238.21,0.97,220.85,0.0,290.99,5.22,40190162,1.0,50.07
74,2022-10-03 06:06:22,0.0,72.62,0.0,0.45,0.0,240.95,27.66,195.87,1.0,61.68,0.45,220.87,0.0,55.13,0.26,40190162,1.0,50.0
73,2022-10-03 06:09:22,0.0,72.62,0.0,0.46,0.0,239.24,27.17,195.87,1.0,59.33,0.46,220.87,0.0,52.74,0.25,40190162,1.0,49.97
72,2022-10-03 06:12:22,0.0,72.62,0.0,0.46,0.0,238.62,27.15,195.87,1.0,58.8,0.46,220.88,0.0,52.15,0.25,40190162,1.0,49.97
71,2022-10-03 06:15:22,0.0,72.63,0.0,0.97,0.0,235.28,1199.89,195.9,1.0,1235.41,0.97,220.91,0.0,294.1,5.25,40190162,1.0,50.04
70,2022-10-03 06:18:22,0.0,72.64,0.0,0.46,0.0,239.46,27.45,195.94,1.0,59.1,0.46,220.95,0.0,52.34,0.25,40190162,1.0,50.04
69,2022-10-03 06:21:22,0.0,72.65,0.0,0.46,0.0,238.13,27.84,195.94,1.0,60.29,0.46,220.96,0.0,53.48,0.25,40190162,1.0,50.01
68,2022-10-03 06:24:22,0.0,72.65,0.0,0.46,0.0,238.94,27.79,195.95,1.0,60.69,0.46,220.96,0.0,53.95,0.25,40190162,1.0,49.97
79,2022-10-03 06:27:22,0.0,72.65,0.0,0.97,0.0,234.99,1229.75,195.95,1.0,1264.9,0.97,220.97,0.0,296.12,5.38,40190162,1.0,50.02
78,2022-10-03 06:30:23,0.0,72.67,0.0,0.97,0.0,235.22,1200.78,196.01,1.0,1235.94,0.97,221.03,0.0,292.69,5.25,40190162,1.0,50.04
87,2022-10-03 10:33:53,0.0,72.67,0.0,0.97,0.0,235.78,1135.13,196.03,1.0,1172.02,0.97,221.05,0.0,291.71,4.97,40190162,1.0,50.01
86,2022-10-03 10:36:23,0.0,72.68,0.0,0.97,0.0,234.21,1202.33,196.08,1.0,1240.0,0.97,221.1,0.0,303.33,5.29,40190162,1.0,49.97
85,2022-10-03 10:39:23,0.0,72.69,0.0,0.46,0.0,240.76,28.07,196.1,1.0,60.48,0.46,221.12,0.0,53.57,0.25,40190162,1.0,49.98
84,2022-10-03 10:42:23,0.0,72.7,0.0,0.97,0.0,235.41,1213.18,196.14,1.0,1250.22,0.97,221.16,0.0,302.04,5.31,40190162,1.0,50.0
83,2022-10-03 10:45:23,0.0,72.71,0.0,0.48,0.0,241.35,27.2,196.17,1.0,56.86,0.48,221.2,0.0,49.93,0.24,40190162,1.0,50.04
82,2022-10-03 10:48:23,0.0,72.71,0.0,0.46,0.0,239.87,27.85,196.17,1.0,60.83,0.46,221.2,0.0,54.08,0.25,40190162,1.0,49.99
81,2022-10-03 10:51:23,0.0,72.72,0.0,0.97,0.0,234.15,1243.37,196.23,1.0,1280.14,0.97,221.26,0.0,304.63,5.47,40190162,1.0,50.0
80,2022-10-03 10:54:23,0.0,72.73,0.0,0.45,0.0,240.06,28.03,196.25,1.0,62.32,0.45,221.28,0.0,55.66,0.26,40190162,1.0,50.01
97,2022-10-03 10:57:23,0.0,72.73,0.0,0.46,0.0,239.96,28.2,196.25,1.0,61.14,0.46,221.28,0.0,54.25,0.26,40190162,1.0,50.01
96,2022-10-03 11:00:23,0.0,72.74,0.0,0.97,0.0,235.45,1248.01,196.29,1.0,1283.58,0.97,221.33,0.0,300.08,5.45,40190162,1.0,50.04
95,2022-10-03 11:03:23,0.0,72.75,0.0,0.46,0.0,240.97,28.41,196.32,1.0,62.07,0.46,221.36,0.0,55.19,0.26,40190162,1.0,50.04
94,2022-10-03 11:06:23,0.0,72.76,0.0,0.46,0.0,239.81,28.16,196.32,1.0,61.78,0.46,221.36,0.0,54.98,0.26,40190162,1.0,50.0
93,2022-10-03 11:09:23,0.0,72.76,0.0,0.98,0.0,232.5,1384.23,196.33,1.0,1419.37,0.98,221.37,0.0,313.85,6.11,40190162,1.0,50.02
92,2022-10-03 11:12:23,0.0,72.77,0.0,0.97,0.0,233.41,1276.22,196.39,1.0,1312.7,0.97,221.44,0.0,307.31,5.62,40190162,1.0,49.97
91,2022-10-03 11:15:23,0.0,72.78,0.0,0.47,0.0,237.66,27.47,196.4,1.0,58.94,0.47,221.45,0.0,52.15,0.25,40190162,1.0,49.98
90,2022-10-03 11:18:23,0.0,72.78,0.0,0.45,0.0,238.72,27.92,196.4,1.0,62.16,0.45,221.45,0.0,55.54,0.26,40190162,1.0,49.99
89,2022-10-03 11:21:23,0.0,72.79,0.0,0.97,0.0,235.7,1285.54,196.42,1.0,1319.64,0.97,221.47,0.0,298.05,5.6,40190162,1.0,50.03
88,2022-10-03 11:24:23,0.0,72.8,0.0,0.47,0.0,238.65,28.41,196.48,1.0,60.81,0.47,221.53,0.0,53.76,0.26,40190162,1.0,50.01
107,2022-10-03 11:27:23,0.0,72.8,0.0,0.46,0.0,239.45,28.24,196.48,1.0,61.11,0.46,221.53,0.0,54.19,0.26,40190162,1.0,50.02
106,2022-10-03 11:30:23,0.0,72.81,0.0,0.45,0.0,239.4,28.34,196.48,1.0,62.34,0.45,221.54,0.0,55.53,0.26,40190162,1.0,49.99
105,2022-10-03 11:33:23,0.0,72.81,0.0,0.97,0.0,235.37,1261.7,196.5,1.0,1296.14,0.97,221.56,0.0,296.77,5.51,40190162,1.0,49.96
104,2022-10-03 11:36:23,0.0,72.83,0.0,0.46,0.0,239.81,28.35,196.56,1.0,61.49,0.46,221.61,0.0,54.56,0.26,40190162,1.0,49.93
103,2022-10-03 11:39:23,0.0,72.83,0.0,0.47,0.0,241.11,27.55,196.56,1.0,58.45,0.47,221.62,0.0,51.55,0.24,40190162,1.0,50.0
102,2022-10-03 11:42:23,0.0,72.83,0.0,0.48,0.0,241.95,27.67,196.56,1.0,57.97,0.48,221.62,0.0,50.94,0.24,40190162,1.0,50.01
101,2022-10-03 11:45:23,0.0,72.84,0.0,0.98,0.0,237.41,1264.69,196.58,1.0,1296.07,0.98,221.64,0.0,283.46,5.46,40190162,1.0,49.96
100,2022-10-03 11:48:23,0.0,72.85,0.0,0.48,0.0,242.52,28.57,196.63,1.0,59.37,0.48,221.7,0.0,52.04,0.24,40190162,1.0,49.96
99,2022-10-03 11:51:23,0.0,72.85,0.0,0.47,0.0,242.56,27.6,196.64,1.0,58.31,0.47,221.7,0.0,51.36,0.24,40190162,1.0,49.92
98,2022-10-03 11:54:23,0.0,72.86,0.0,0.48,0.0,242.63,27.8,196.64,1.0,57.65,0.48,221.71,0.0,50.5,0.24,40190162,1.0,49.91
117,2022-10-03 11:57:23,0.0,72.86,0.0,0.98,0.0,236.68,1397.43,196.64,1.0,1428.22,0.98,221.71,0.0,294.97,6.03,40190162,1.0,49.93
116,2022-10-03 12:00:24,0.0,72.87,0.0,0.98,0.0,237.32,1264.99,196.71,1.0,1297.19,0.98,221.78,0.0,287.25,5.47,40190162,1.0,49.98
115,2022-10-03 12:03:23,0.0,72.88,0.0,0.46,0.0,243.22,28.07,196.71,1.0,61.0,0.46,221.79,0.0,54.16,0.25,40190162,1.0,50.06
114,2022-10-03 12:06:23,0.0,72.88,0.0,0.47,0.0,243.25,27.93,196.72,1.0,59.84,0.47,221.79,0.0,52.92,0.25,40190162,1.0,50.01
113,2022-10-03 12:09:23,0.0,72.88,0.0,0.45,0.0,243.22,28.19,196.72,1.0,62.36,0.45,221.79,0.0,55.63,0.26,40190162,1.0,49.94
112,2022-10-03 12:12:23,0.0,72.89,0.0,0.97,0.0,236.14,1309.16,196.77,1.0,1343.07,0.97,221.85,0.0,299.91,5.69,40190162,1.0,49.94
111,2022-10-03 12:15:23,0.0,72.9,0.0,0.47,0.0,242.55,27.92,196.79,1.0,58.79,0.47,221.88,0.0,51.74,0.24,40190162,1.0,49.95
110,2022-10-03 12:18:23,0.0,72.9,0.0,0.46,0.0,242.82,27.9,196.8,1.0,61.0,0.46,221.88,0.0,54.24,0.25,40190162,1.0,50.01
109,2022-10-03 12:21:23,0.0,72.91,0.0,0.47,0.0,243.5,27.93,196.8,1.0,59.02,0.47,221.88,0.0,52.0,0.24,40190162,1.0,49.95
108,2022-10-03 12:24:23,0.0,72.92,0.0,0.98,0.0,239.38,1276.05,196.84,1.0,1306.44,0.98,221.92,0.0,280.15,5.46,40190162,1.0,49.96
127,2022-10-03 12:27:23,0.0,72.93,0.0,0.45,0.0,245.61,28.4,196.87,1.0,63.27,0.45,221.96,0.0,56.54,0.26,40190162,1.0,50.02
126,2022-10-03 12:30:23,0.0,72.93,0.0,0.45,0.0,246.28,28.5,196.87,1.0,63.84,0.45,221.97,0.0,57.12,0.26,40190162,1.0,50.03
125,2022-10-03 12:33:23,0.0,72.93,0.0,0.48,0.0,246.53,28.73,196.88,1.0,60.35,0.48,221.97,0.0,53.08,0.24,40190162,1.0,50.05
124,2022-10-03 12:36:23,0.0,72.94,0.0,0.98,0.0,241.81,1280.6,196.89,1.0,1309.06,0.98,221.99,0.0,271.5,5.41,40190162,1.0,50.04
123,2022-10-03 12:39:23,0.0,72.95,0.0,0.45,0.0,247.56,29.65,196.95,1.0,66.25,0.45,222.05,0.0,59.24,0.27,40190162,1.0,50.0
122,2022-10-03 12:42:23,0.0,72.95,0.0,0.45,0.0,246.47,27.96,196.96,1.0,62.5,0.45,222.05,0.0,55.9,0.25,40190162,1.0,49.97
121,2022-10-03 12:45:23,0.0,72.96,0.0,0.45,0.0,246.82,27.92,196.96,1.0,62.0,0.45,222.06,0.0,55.36,0.25,40190162,1.0,50.0
120,2022-10-03 12:48:23,0.0,72.96,0.0,0.46,0.0,246.21,27.93,196.96,1.0,60.76,0.46,222.06,0.0,53.96,0.25,40190162,1.0,50.01
119,2022-10-03 12:51:23,0.0,72.97,0.0,0.98,0.0,240.92,1314.29,197.01,1.0,1343.66,0.98,222.11,0.0,279.39,5.58,40190162,1.0,50.04
118,2022-10-03 12:54:23,0.0,72.98,0.0,0.46,0.0,248.42,28.28,197.04,1.0,61.51,0.46,222.14,0.0,54.62,0.25,40190162,1.0,50.01
137,2022-10-03 12:57:23,0.0,72.98,0.0,0.46,0.0,232.07,28.04,197.04,1.0,61.45,0.46,222.14,0.0,54.68,0.27,40190162,1.0,50.01
136,2022-10-03 13:00:26,0.0,72.98,0.0,0.47,0.0,232.2,28.17,197.04,1.0,59.54,0.47,222.15,0.0,52.45,0.26,40190162,1.0,50.1
135,2022-10-03 13:03:23,0.0,72.99,0.0,0.97,0.0,229.09,1272.73,197.06,1.0,1312.69,0.97,222.17,0.0,321.42,5.73,40190162,1.0,50.11
134,2022-10-03 13:06:23,0.0,73.0,0.0,0.47,0.0,233.35,28.77,197.12,1.0,61.23,0.47,222.23,0.0,54.05,0.26,40190162,1.0,50.07
133,2022-10-03 13:09:23,0.0,73.01,0.0,0.46,0.0,232.22,28.61,197.12,1.0,61.86,0.46,222.23,0.0,54.85,0.27,40190162,1.0,50.01
132,2022-10-03 13:12:23,0.0,73.01,0.0,0.45,0.0,233.9,29.07,197.12,1.0,64.65,0.45,222.23,0.0,57.74,0.28,40190162,1.0,50.01
131,2022-10-03 13:15:23,0.0,73.02,0.0,0.97,0.0,229.14,1383.21,197.13,1.0,1419.29,0.97,222.24,0.0,317.99,6.19,40190162,1.0,50.05
130,2022-10-03 13:18:23,0.0,73.04,0.0,0.97,0.0,228.91,1283.96,197.19,1.0,1323.01,0.97,222.31,0.0,319.05,5.78,40190162,1.0,50.07
129,2022-10-03 13:21:23,0.0,73.04,0.0,0.45,0.0,232.45,28.87,197.2,1.0,63.51,0.45,222.32,0.0,56.56,0.27,40190162,1.0,50.04
128,2022-10-03 13:24:23,0.0,73.05,0.0,0.46,0.0,233.36,29.06,197.2,1.0,63.75,0.46,222.32,0.0,56.75,0.27,40190162,1.0,50.06
147,2022-10-03 13:27:23,0.0,73.05,0.0,0.46,0.0,234.17,28.99,197.2,1.0,63.32,0.46,222.32,0.0,56.29,0.27,40190162,1.0,50.06
146,2022-10-03 13:30:23,0.0,73.06,0.0,0.97,0.0,230.21,1264.06,197.23,1.0,1302.53,0.97,222.35,0.0,314.2,5.66,40190162,1.0,50.06
145,2022-10-03 13:33:23,0.0,73.07,0.0,0.47,0.0,233.38,28.85,197.28,1.0,61.8,0.47,222.4,0.0,54.65,0.27,40190162,1.0,50.06
144,2022-10-03 13:36:23,0.0,73.07,0.0,0.45,0.0,232.69,28.18,197.28,1.0,62.64,0.45,222.41,0.0,55.94,0.27,40190162,1.0,50.05
143,2022-10-03 13:39:23,0.0,73.07,0.0,0.45,0.0,232.07,28.17,197.28,1.0,63.03,0.45,222.41,0.0,56.38,0.27,40190162,1.0,50.06
142,2022-10-03 13:42:23,0.0,73.08,0.0,0.45,0.0,231.46,27.81,197.28,1.0,61.38,0.45,222.41,0.0,54.72,0.27,40190162,1.0,50.03
141,2022-10-03 13:45:23,0.0,73.09,0.0,0.98,0.0,244.03,1315.62,197.33,1.0,1341.38,0.98,222.47,0.0,261.64,5.5,40190162,1.0,50.01
140,2022-10-03 13:48:23,0.0,73.09,0.0,0.46,0.0,249.07,28.21,197.36,1.0,60.67,0.46,222.5,0.0,53.72,0.24,40190162,1.0,50.02
139,2022-10-03 13:51:23,0.0,73.1,0.0,0.45,0.0,248.88,28.23,197.36,1.0,63.41,0.45,222.5,0.0,56.79,0.26,40190162,1.0,50.06
138,2022-10-03 13:54:23,0.0,73.1,0.0,0.45,0.0,229.95,27.9,197.36,1.0,61.44,0.45,222.5,0.0,54.74,0.27,40190162,1.0,50.04
157,2022-10-03 13:57:23,0.0,73.1,0.0,0.98,0.0,243.33,1311.73,197.37,1.0,1338.41,0.98,222.51,0.0,265.92,5.5,40190162,1.0,50.03
156,2022-10-03 14:00:23,0.0,73.12,0.0,0.98,0.0,242.55,1329.06,197.44,1.0,1357.02,0.98,222.58,0.0,274.06,5.59,40190162,1.0,50.05
155,2022-10-03 14:03:23,0.0,73.12,0.0,0.49,0.0,247.62,27.72,197.44,1.0,56.95,0.49,222.59,0.0,49.75,0.23,40190162,1.0,50.06
154,2022-10-03 14:06:23,0.0,73.12,0.0,0.48,0.0,247.18,27.77,197.44,1.0,58.43,0.48,222.59,0.0,51.41,0.24,40190162,1.0,50.05
153,2022-10-03 14:09:23,0.0,73.12,0.0,0.46,0.0,246.85,28.66,197.44,1.0,61.81,0.46,222.59,0.0,54.76,0.25,40190162,1.0,49.97
152,2022-10-03 14:12:23,0.0,73.13,0.0,0.98,0.0,239.59,1289.06,197.48,1.0,1318.32,0.98,222.63,0.0,276.22,5.5,40190162,1.0,49.94
151,2022-10-03 14:15:23,0.0,73.14,0.0,0.47,0.0,245.15,28.46,197.52,1.0,60.01,0.47,222.67,0.0,52.83,0.24,40190162,1.0,49.94
150,2022-10-03 14:18:23,0.0,73.15,0.0,0.46,0.0,244.68,28.4,197.52,1.0,61.27,0.46,222.68,0.0,54.29,0.25,40190162,1.0,50.01
